0.0905768 1440
0.18807 0
0.18807 1440
0.18807 2880
0.291497 0
0.291497 1440
0.291497 2880
0.291497 4320
0.394923 1440
0.394923 2880
0.394923 4320
0.394923 5760
0.492374 2880
0.492374 4320
0.492374 5760
0.492374 7200
0.504326 4320
0.504326 5760
0.504326 7200
0.504326 8640
0.5958 5760
0.5958 7200
0.5958 8640
0.5958 10080
0.5958 11520
0.607752 8640
0.607752 10080
0.607752 11520
0.607752 12960
0.619704 10080
0.619704 11520
0.619704 12960
0.619704 14400
0.699226 11520
0.699226 12960
0.699226 14400
0.699226 15840
0.711178 12960
0.711178 14400
0.711178 15840
0.711178 17280
0.72313 14400
0.72313 15840
0.72313 17280
0.72313 18720
0.735082 15840
0.735082 17280
0.735082 18720
0.735082 20160
0.747034 17280
0.747034 18720
0.747034 20160
0.747034 21600
0.802653 18720
0.802653 20160
0.802653 21600
0.802653 23040
0.814605 20160
0.814605 21600
0.814605 23040
0.814605 24480
0.826557 21600
0.826557 23040
0.826557 24480
0.826557 25920
0.838509 23040
0.838509 24480
0.838509 25920
0.838509 27360
0.850461 24480
0.850461 25920
0.850461 27360
0.850461 28800
0.862413 25920
0.862413 27360
0.862413 28800
0.862413 30240
0.874365 27360
0.874365 28800
0.874365 30240
0.874365 31680
0.900103 28800
0.900103 30240
0.900103 31680
0.900103 33120
0.912055 30240
0.912055 31680
0.912055 33120
0.912055 34560
0.912055 36000
0.924007 33120
0.924007 34560
0.924007 36000
0.924007 37440
0.935959 34560
0.935959 36000
0.935959 37440
0.935959 38880
0.947911 36000
0.947911 37440
0.947911 38880
0.947911 40320
0.959863 37440
0.959863 38880
0.959863 40320
0.959863 41760
0.971815 38880
0.971815 40320
0.971815 41760
0.971815 43200
0.983767 40320
0.983767 41760
0.983767 43200
0.983767 44640
0.995719 41760
0.995719 43200
0.995719 44640
0.995719 46080
1.00767 43200
1.00767 44640
1.00767 46080
1.00767 47520
1.01962 44640
1.01962 46080
1.01962 47520
1.01962 48960
1.03158 46080
1.03158 47520
1.03158 48960
1.03158 50400
1.04353 47520
1.04353 48960
1.04353 50400
1.04353 51840
1.05548 48960
1.05548 50400
1.05548 51840
1.05548 53280
1.06743 50400
1.06743 51840
1.06743 53280
1.06743 54720
1.07938 51840
1.07938 53280
1.07938 54720
1.07938 56160
1.09134 53280
1.09134 54720
1.09134 56160
1.09134 57600
1.10329 54720
1.10329 56160
1.10329 57600
1.10329 59040
1.11524 56160
1.11524 57600
1.11524 59040
1.11524 60480
1.12719 57600
1.12719 59040
1.12719 60480
1.12719 61920
1.13914 59040
1.13914 60480
1.13914 61920
1.13914 63360
1.1511 60480
1.1511 61920
1.1511 63360
1.1511 64800
1.16305 61920
1.16305 63360
1.16305 64800
1.16305 66240
1.175 63360
1.175 64800
1.175 66240
1.175 67680
1.18695 64800
1.18695 66240
1.18695 67680
1.18695 69120
1.1989 66240
1.1989 67680
1.1989 69120
1.1989 70560
1.21086 67680
1.21086 69120
1.21086 70560
1.21086 72000
1.22281 69120
1.22281 70560
1.22281 72000
1.22281 73440
1.23476 70560
1.23476 72000
1.23476 73440
1.23476 74880
1.24671 72000
1.24671 73440
1.24671 74880
1.24671 76320
1.25866 73440
1.25866 74880
1.25866 76320
1.25866 77760
1.27062 74880
1.27062 76320
1.27062 77760
1.27062 79200
1.28257 76320
1.28257 77760
1.28257 79200
1.28257 80640
1.29452 77760
1.29452 79200
1.29452 80640
1.29452 82080
1.30647 79200
1.30647 80640
1.30647 82080
1.30647 83520
1.31842 80640
1.31842 82080
1.31842 83520
1.31842 84960
1.33038 82080
1.33038 83520
1.33038 84960
1.33038 86400
1.34233 83520
1.34233 84960
1.34233 86400
1.34233 87840
1.35428 84960
1.35428 86400
1.35428 87840
1.35428 89280
1.36623 86400
1.36623 87840
1.36623 89280
1.36623 90720
1.37818 87840
1.37818 89280
1.37818 90720
1.37818 92160
1.39014 89280
1.39014 90720
1.39014 92160
1.39014 93600
1.40209 90720
1.40209 92160
1.40209 93600
1.40209 95040
1.41404 92160
1.41404 93600
1.41404 95040
1.41404 96480
1.42599 93600
1.42599 95040
1.42599 96480
1.42599 97920
1.42599 99360
1.43794 96480
1.43794 97920
1.43794 99360
1.43794 100800
1.4499 97920
1.4499 99360
1.4499 100800
1.4499 102240
1.46185 99360
1.46185 100800
1.46185 102240
1.46185 103680
1.4738 100800
1.4738 102240
1.4738 103680
1.4738 105120
1.48575 102240
1.48575 103680
1.48575 105120
1.48575 106560
1.4977 103680
1.4977 105120
1.4977 106560
1.4977 108000
1.50966 105120
1.50966 106560
1.50966 108000
1.50966 109440
1.52161 106560
1.52161 108000
1.52161 109440
1.52161 110880
1.53356 108000
1.54551 105120
1.55746 102240
1.56942 99360
1.58137 96480
1.59332 93600
1.60527 90720
1.60527 92160
1.60527 93600
1.61722 90720
1.61722 92160
1.61722 93600
1.62918 90720
1.62918 92160
1.62918 93600
1.64113 90720
1.64113 92160
1.64113 93600
1.65308 90720
1.65308 92160
1.65308 93600
1.66503 90720
1.66503 92160
1.66503 93600
1.67698 90720
1.67698 92160
1.67698 93600
1.68894 90720
1.68894 92160
1.68894 93600
1.70089 90720
1.70089 92160
1.70089 93600
1.71284 90720
1.71284 92160
1.71284 93600
1.72479 90720
1.72479 92160
1.72479 93600
1.73674 90720
1.73674 92160
1.73674 93600
1.7487 90720
1.7487 92160
1.7487 93600
1.76065 90720
1.76065 92160
1.76065 93600
1.7726 90720
1.7726 92160
1.7726 93600
1.78455 90720
1.78455 92160
1.78455 93600
1.7965 90720
1.7965 92160
1.7965 93600
1.80846 90720
1.80846 92160
1.80846 93600
1.82041 90720
1.82041 92160
1.82041 93600
1.83236 90720
1.83236 92160
1.83236 93600
1.84431 90720
1.84431 92160
1.84431 93600
1.85626 90720
1.85626 92160
1.85626 93600
1.86822 90720
1.86822 92160
1.86822 93600
1.88017 90720
1.88017 92160
1.88017 93600
1.89212 90720
1.89212 92160
1.89212 93600
1.90407 90720
1.90407 92160
1.90407 93600
1.91602 90720
1.91602 92160
1.91602 93600
1.92798 90720
1.92798 92160
1.92798 93600
1.93993 90720
1.93993 92160
1.93993 93600
1.95188 90720
1.95188 92160
1.95188 93600
1.96383 90720
1.96383 92160
1.96383 93600
1.97578 90720
1.97578 92160
1.97578 93600
1.98774 90720
1.98774 92160
1.98774 93600
1.99969 90720
1.99969 92160
1.99969 93600
2.01164 90720
2.01164 92160
2.01164 93600
2.02359 90720
2.02359 92160
2.02359 93600
2.03554 90720
2.03554 92160
2.03554 93600
2.0475 90720
2.0475 92160
2.0475 93600
2.05945 90720
2.05945 92160
2.05945 93600
2.0714 90720
2.0714 92160
2.0714 93600
2.08335 90720
2.08335 92160
2.08335 93600
2.0953 90720
2.0953 92160
2.0953 93600
2.10726 90720
2.10726 92160
2.10726 93600
2.11921 90720
2.11921 92160
2.11921 93600
2.13116 90720
2.13116 92160
2.13116 93600
2.14311 90720
2.14311 92160
2.14311 93600
2.15506 90720
2.15506 92160
2.15506 93600
2.16702 90720
2.16702 92160
2.16702 93600
2.17897 90720
2.17897 92160
2.17897 93600
2.19092 90720
2.19092 92160
2.19092 93600
2.20287 90720
2.20287 92160
2.20287 93600
2.21482 90720
2.21482 92160
2.21482 93600
2.22678 90720
2.22678 92160
2.22678 93600
2.23873 90720
2.23873 92160
2.23873 93600
2.25068 90720
2.25068 92160
2.25068 93600
2.26263 90720
2.26263 92160
2.26263 93600
2.27458 90720
2.27458 92160
2.27458 93600
2.28654 90720
2.28654 92160
2.28654 93600
2.29849 90720
2.29849 92160
2.29849 93600
2.31044 90720
2.31044 92160
2.31044 93600
2.32239 90720
2.32239 92160
2.32239 93600
2.33434 90720
2.33434 92160
2.33434 93600
2.3463 90720
2.3463 92160
2.3463 93600
2.35825 90720
2.35825 92160
2.35825 93600
2.3702 90720
2.38215 87840
2.3941 84960
2.40606 82080
2.41801 79200
2.42996 76320
2.44191 73440
2.44191 74880
2.45386 72000
2.45386 73440
2.45386 74880
2.46582 72000
2.46582 73440
2.46582 74880
2.47777 72000
2.47777 73440
2.47777 74880
2.48972 72000
2.48972 73440
2.48972 74880
2.50167 72000
2.50167 73440
2.50167 74880
2.51362 72000
2.51362 73440
2.51362 74880
2.52558 72000
2.52558 73440
2.52558 74880
2.53753 72000
2.53753 73440
2.53753 74880
2.54948 72000
2.54948 73440
2.54948 74880
2.56143 72000
2.56143 73440
2.56143 74880
2.57338 72000
2.57338 73440
2.57338 74880
2.58534 72000
2.58534 73440
2.58534 74880
2.59729 72000
2.59729 73440
2.59729 74880
2.60924 72000
2.60924 73440
2.60924 74880
2.62119 72000
2.62119 73440
2.62119 74880
2.63314 72000
2.63314 73440
2.63314 74880
2.6451 72000
2.6451 73440
2.6451 74880
2.65705 72000
2.65705 73440
2.65705 74880
2.669 72000
2.669 73440
2.669 74880
2.68095 72000
2.68095 73440
2.68095 74880
2.6929 72000
2.6929 73440
2.6929 74880
2.70486 72000
2.70486 73440
2.70486 74880
2.71681 72000
2.71681 73440
2.71681 74880
2.72876 72000
2.72876 73440
2.72876 74880
2.74071 72000
2.74071 73440
2.74071 74880
2.75266 72000
2.75266 73440
2.75266 74880
2.76462 72000
2.76462 73440
2.76462 74880
2.77657 72000
2.77657 73440
2.77657 74880
2.78852 72000
2.78852 73440
2.78852 74880
2.80047 72000
2.80047 73440
2.80047 74880
2.81242 72000
2.81242 73440
2.81242 74880
2.82438 72000
2.82438 73440
2.82438 74880
2.83633 72000
2.83633 73440
2.83633 74880
2.84828 72000
2.84828 73440
2.84828 74880
2.86023 72000
2.86023 73440
2.86023 74880
2.87218 72000
2.87218 73440
2.87218 74880
2.88414 72000
2.88414 73440
2.88414 74880
2.89609 72000
2.89609 73440
2.89609 74880
2.90804 72000
2.90804 73440
2.90804 74880
2.91999 72000
2.91999 73440
2.91999 74880
2.93194 72000
2.93194 73440
2.93194 74880
2.9439 72000
2.9439 73440
2.9439 74880
2.95585 72000
2.95585 73440
2.95585 74880
2.9678 72000
2.9678 73440
2.9678 74880
2.97975 72000
2.97975 73440
2.97975 74880
2.9917 72000
2.9917 73440
2.9917 74880
3.00366 72000
3.00366 73440
3.00366 74880
3.01561 72000
3.01561 73440
3.01561 74880
3.02756 72000
3.02756 73440
3.02756 74880
3.03951 72000
3.03951 73440
3.03951 74880
3.05146 72000
3.05146 73440
3.05146 74880
3.06342 72000
3.06342 73440
3.06342 74880
3.07537 72000
3.07537 73440
3.07537 74880
3.08732 72000
3.08732 73440
3.08732 74880
3.09927 72000
3.09927 73440
3.09927 74880
3.11122 72000
3.11122 73440
3.11122 74880
3.12318 72000
3.12318 73440
3.12318 74880
3.13513 72000
3.13513 73440
3.13513 74880
3.14708 72000
3.14708 73440
3.14708 74880
3.15903 72000
3.15903 73440
3.15903 74880
3.17098 72000
3.17098 73440
3.17098 74880
3.18294 72000
3.18294 73440
3.18294 74880
3.19489 72000
3.19489 73440
3.19489 74880
3.20684 72000
3.20684 73440
3.20684 74880
3.21879 72000
3.21879 73440
3.21879 74880
3.23074 72000
3.23074 73440
3.23074 74880
3.2427 72000
3.2427 73440
3.2427 74880
3.25465 72000
3.25465 73440
3.25465 74880
3.2666 72000
3.2666 73440
3.2666 74880
3.27855 72000
3.27855 73440
3.27855 74880
3.2905 72000
3.2905 73440
3.2905 74880
3.30246 72000
3.30246 73440
3.30246 74880
3.31441 72000
3.31441 73440
3.31441 74880
3.32636 72000
3.32636 73440
3.32636 74880
3.33831 72000
3.33831 73440
3.33831 74880
3.35026 72000
3.35026 73440
3.35026 74880
3.36222 72000
3.36222 73440
3.36222 74880
3.37417 72000
3.38612 69120
3.39807 66240
3.41002 63360
3.42198 60480
3.43393 57600
3.43393 59040
3.43393 60480
3.44588 57600
3.44588 59040
3.44588 60480
3.45783 57600
3.45783 59040
3.45783 60480
3.46978 57600
3.46978 59040
3.46978 60480
3.48174 57600
3.48174 59040
3.48174 60480
3.49369 57600
3.49369 59040
3.49369 60480
3.50564 57600
3.50564 59040
3.50564 60480
3.51759 57600
3.51759 59040
3.51759 60480
3.52954 57600
3.52954 59040
3.52954 60480
3.5415 57600
