0.0 0
0.0905768 4294967295
0.18807 4294967295
0.291497 4294967295
0.291497 4294967295
0.394923 4294967295
0.394923 4294967295
0.492374 4294967295
0.492374 4294967295
0.504326 4294967295
0.504326 4294967295
0.5958 4294967295
0.5958 4294967295
0.607752 4294967295
0.607752 4294967295
0.619704 4294967295
0.619704 4294967295
0.699226 4294967295
0.699226 4294967295
0.711178 4294967295
0.711178 4294967295
0.72313 4294967295
0.72313 4294967295
0.735082 4294967295
0.735082 4294967295
0.747034 4294967295
0.747034 4294967295
0.802653 4294967295
0.802653 4294967295
0.814605 4294967295
0.814605 4294967295
0.826557 4294967295
0.826557 4294967295
0.838509 4294967295
0.838509 4294967295
0.850461 4294967295
0.850461 4294967295
0.862413 4294967295
0.862413 4294967295
0.874365 4294967295
0.874365 4294967295
0.900103 4294967295
0.900103 4294967295
0.912055 4294967295
0.912055 4294967295
0.924007 4294967295
0.924007 4294967295
0.935959 4294967295
0.935959 4294967295
0.947911 4294967295
0.947911 4294967295
0.959863 4294967295
0.959863 4294967295
0.971815 4294967295
0.971815 4294967295
0.983767 4294967295
0.983767 4294967295
0.995719 4294967295
0.995719 4294967295
1.00767 4294967295
1.00767 4294967295
1.01962 4294967295
1.01962 4294967295
1.03158 4294967295
1.03158 4294967295
1.04353 4294967295
1.04353 4294967295
1.05548 4294967295
1.05548 4294967295
1.06743 4294967295
1.06743 4294967295
1.07938 4294967295
1.07938 4294967295
1.09134 4294967295
1.09134 4294967295
1.10329 4294967295
1.10329 4294967295
1.11524 4294967295
1.11524 4294967295
1.12719 4294967295
1.12719 4294967295
1.13914 4294967295
1.13914 4294967295
1.1511 4294967295
1.1511 4294967295
1.16305 4294967295
1.16305 4294967295
1.175 4294967295
1.175 4294967295
1.18695 4294967295
1.18695 4294967295
1.1989 4294967295
1.1989 4294967295
1.21086 4294967295
1.21086 4294967295
1.22281 4294967295
1.22281 4294967295
1.23476 4294967295
1.23476 4294967295
1.24671 4294967295
1.24671 4294967295
1.25866 4294967295
1.25866 4294967295
1.27062 4294967295
1.27062 4294967295
1.28257 4294967295
1.28257 4294967295
1.29452 4294967295
1.29452 4294967295
1.30647 4294967295
1.30647 4294967295
1.31842 4294967295
1.31842 4294967295
1.33038 4294967295
1.33038 4294967295
1.34233 4294967295
1.34233 4294967295
1.35428 4294967295
1.35428 4294967295
1.36623 4294967295
1.36623 4294967295
1.37818 4294967295
1.37818 4294967295
1.39014 4294967295
1.39014 4294967295
1.40209 4294967295
1.40209 4294967295
1.41404 4294967295
1.41404 4294967295
1.42599 4294967295
1.42599 4294967295
1.43794 4294967295
1.43794 4294967295
1.4499 4294967295
1.4499 4294967295
1.46185 4294967295
1.46185 4294967295
1.4738 4294967295
1.4738 4294967295
1.48575 4294967295
1.48575 4294967295
1.4977 4294967295
1.4977 4294967295
1.50966 4294967295
1.50966 4294967295
1.52161 4294967295
1.52161 4294967295
1.53356 34
1.53356 34
2.3702 21
2.3702 21
3.37417 15
3.37417 15
4.1869 13
4.1869 13
5.04745 25
5.04745 25
5.82433 25
6.5534 25
7.40199 25
